timestamp,model,scenario,category,relation,dataset,t_embed_src_s,t_embed_tgt_s,t_embed_total_s,status,error
2025-08-26T16:50:52,ada,s_i,ChEMBL,Joinable,assays_both_50_50_ac2_ev,,,0.40827,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:50:52,ada,s_i,ChEMBL,Joinable,assays_both_50_50_ac3_ev,,,0.377573,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:50:53,ada,s_i,ChEMBL,Joinable,assays_both_50_50_ac4_ev,,,0.410005,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:50:53,ada,s_i,ChEMBL,Joinable,assays_both_50_50_ac5_ev,,,0.448991,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:50:54,ada,s_i,ChEMBL,Joinable,assays_both_50_50_ec_ev,6.895283,,7.234117,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32752 tokens (32752 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:01,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ac1_ev,,,0.451397,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:01,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ac2_ev,,,0.437311,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:02,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ac3_ev,,,0.426676,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:02,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ac4_ev,7.171609,,7.523101,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32752 tokens (32752 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:10,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ac5_ev,8.560919,,8.922166,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32754 tokens (32754 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:19,ada,s_i,ChEMBL,Joinable,assays_both_50_70_ec_ev,6.812895,,7.149996,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32752 tokens (32752 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:26,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ac1_ev,4.626598,,5.080836,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44002 tokens (44002 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:31,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ac2_ev,,,0.808134,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:32,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ac3_ev,4.095064,,4.409365,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44004 tokens (44004 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:36,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ac4_ev,,,0.831176,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:37,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ac5_ev,5.049897,,5.38799,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44002 tokens (44002 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:42,ada,s_i,ChEMBL,Joinable,assays_vertical_1_ec_ev,,,0.69581,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:43,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ac1_ev,4.196334,,4.564814,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44003 tokens (44003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:48,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ac2_ev,,,0.595323,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:48,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ac3_ev,,,0.715339,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:49,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ac4_ev,,,0.68693,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:50,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ac5_ev,,,0.723232,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:50,ada,s_i,ChEMBL,Joinable,assays_vertical_30_ec_ev,,,0.699297,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:51,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ac1_ev,,,0.89475,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:52,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ac2_ev,,,0.906968,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:53,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ac3_ev,,,0.768238,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:54,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ac4_ev,,,0.798533,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:54,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ac5_ev,,,0.693376,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:55,ada,s_i,ChEMBL,Joinable,assays_vertical_50_ec_ev,,,0.696617,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:56,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ac1_ev,,,0.991242,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:51:57,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ac2_ev,7.226675,,7.660589,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44011 tokens (44011 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:04,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ac3_ev,,,0.815448,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:05,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ac4_ev,,,0.807597,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:06,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ac5_ev,,,0.797337,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:07,ada,s_i,ChEMBL,Joinable,assays_vertical_70_ec_ev,,,0.882364,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:08,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ac1_av,4.768456,,5.154427,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32760 tokens (32760 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:13,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ac2_av,,,0.439505,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:13,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ac3_av,,,0.466547,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:14,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ac4_av,,,0.502988,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:14,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ac5_av,,,0.398757,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:15,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_1_ec_av,4.914067,,5.321014,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32761 tokens (32761 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:20,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ac1_av,,,0.88956,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:21,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ac2_av,,,0.617829,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:22,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ac3_av,,,0.375945,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:22,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ac4_av,,,0.371138,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:22,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ac5_av,,,0.662866,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:23,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_30_ec_av,,,0.431135,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:23,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ac1_av,,,0.438326,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:24,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ac2_av,,,0.578797,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:24,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ac3_av,,,0.628558,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:25,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ac4_av,7.23542,,7.6396,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 32752 tokens (32752 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:33,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ac5_av,,,0.413699,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:33,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_50_ec_av,,,0.445169,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:34,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ac1_av,,,0.403851,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:34,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ac2_av,,,0.429098,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:34,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ac3_av,,,0.466876,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:35,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ac4_av,,,0.476806,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:35,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ac5_av,,,0.440139,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:36,ada,s_i,ChEMBL,Semantically-Joinable,assays_both_50_70_ec_av,,,0.425424,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 36503 tokens (36503 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:36,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ac1_av,,,0.679154,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:37,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ac2_av,,,0.730015,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:38,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ac3_av,,,1.146037,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:39,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ac4_av,,,0.756341,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:40,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ac5_av,,,0.660359,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:40,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_1_ec_av,4.160856,,4.483936,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44005 tokens (44005 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:45,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_30_ac1_av,4.948032,,5.366064,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 44002 tokens (44002 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:50,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_30_ac2_av,,,0.724617,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
2025-08-26T16:52:51,ada,s_i,ChEMBL,Semantically-Joinable,assays_vertical_30_ac3_av,,,0.637342,failed,"Error code: 400 - {'error': {'message': ""This model's maximum context length is 8192 tokens, however you requested 74003 tokens (74003 in your prompt; 0 for the completion). Please reduce your prompt; or completion length."", 'type': 'invalid_request_error', 'param': None, 'code': None}}"
